id,bulletin_date,patch_level,category,published,modified,commit_start,commit_end,nvd_severity,nvd_score,nvd_severity_v3,nvd_score_v3
CVE-2021-0573,2021-08-02 00:00:00,2021-08-01,mediatek components,2021-08-17,2021-08-17,,,MEDIUM,4.6,HIGH,7.8
CVE-2021-0574,2021-08-02 00:00:00,2021-08-01,mediatek components,2021-08-17,2021-08-17,,,MEDIUM,4.6,HIGH,7.8
CVE-2021-0576,2021-08-02 00:00:00,2021-08-01,mediatek components,2021-08-17,2021-08-17,,,MEDIUM,4.6,HIGH,7.8
CVE-2021-0578,2021-08-02 00:00:00,2021-08-01,mediatek components,2021-08-17,2021-08-17,,,LOW,3.3,MEDIUM,6.5
CVE-2021-0579,2021-08-02 00:00:00,2021-08-01,mediatek components,2021-08-17,2021-08-17,,,LOW,3.3,MEDIUM,6.5
CVE-2021-0580,2021-08-02 00:00:00,2021-08-01,mediatek components,2021-08-17,2021-08-17,,,LOW,3.3,MEDIUM,6.5
CVE-2021-0581,2021-08-02 00:00:00,2021-08-01,mediatek components,2021-08-17,2021-08-17,,,LOW,3.3,MEDIUM,6.5
CVE-2021-0582,2021-08-02 00:00:00,2021-08-01,mediatek components,2021-08-17,2021-08-17,,,LOW,3.3,MEDIUM,6.5
CVE-2021-0639,2021-08-02 00:00:00,2021-08-01,widevine drm,2021-08-17,2021-08-17,,,LOW,2.1,MEDIUM,5.5
CVE-2021-1972,2021-08-02 00:00:00,2021-08-01,qualcomm components,2021-09-08,2021-09-08,2020-11-09 09:43:12+00:00,2021-02-20 00:04:09+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2021-1976,2021-08-02 00:00:00,2021-08-01,qualcomm components,2021-09-17,2021-09-17,2021-02-19 05:20:57+00:00,2021-02-24 02:37:11+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2021-1904,2021-08-02 00:00:00,2021-08-01,qualcomm components,2021-09-08,2021-09-08,2020-10-18 18:04:04+00:00,2021-01-04 05:07:29+00:00,LOW,2.1,MEDIUM,5.5
CVE-2021-1939,2021-08-02 00:00:00,2021-08-01,qualcomm components,2021-09-17,2021-09-17,2020-11-30 15:31:16+00:00,2020-12-15 13:55:00+00:00,MEDIUM,4.9,MEDIUM,5.5
CVE-2021-1947,2021-08-02 00:00:00,2021-08-01,qualcomm components,2021-09-17,2021-09-17,2020-12-23 10:32:15+00:00,2021-01-12 11:02:10+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-1978,2021-08-02 00:00:00,2021-08-01,qualcomm components,,,2021-01-29 10:38:36+00:00,2021-12-02 08:33:59+00:00,,,,
CVE-2021-1916,2021-08-02 00:00:00,2021-08-01,qualcomm closed-source components,2021-09-08,2021-09-08,,,HIGH,10.0,CRITICAL,9.8
CVE-2021-1919,2021-08-02 00:00:00,2021-08-01,qualcomm closed-source components,2021-09-08,2021-09-08,,,HIGH,10.0,CRITICAL,9.8
CVE-2021-1920,2021-08-02 00:00:00,2021-08-01,qualcomm closed-source components,2021-09-08,2021-09-08,,,HIGH,10.0,CRITICAL,9.8
CVE-2021-1914,2021-08-02 00:00:00,2021-08-01,qualcomm closed-source components,2021-09-08,2021-09-08,,,MEDIUM,5.0,HIGH,7.5
CVE-2021-30260,2021-08-02 00:00:00,2021-08-01,qualcomm closed-source components,2021-09-17,2021-09-17,,,MEDIUM,4.6,HIGH,7.8
CVE-2021-30261,2021-08-02 00:00:00,2021-08-01,qualcomm closed-source components,2021-09-17,2021-09-17,,,HIGH,7.2,HIGH,7.8
CVE-2019-2026,2019-04-01 00:00:00,2019-04-01,framework,2019-04-19,2019-04-19,,,MEDIUM,4.6,HIGH,7.8
CVE-2019-2027,2019-04-01 00:00:00,2019-04-01,media framework,2019-04-19,2019-04-19,2019-01-23 16:10:48-08:00,2019-02-19 22:39:16+00:00,HIGH,9.3,HIGH,8.8
CVE-2019-2028,2019-04-01 00:00:00,2019-04-01,media framework,2019-04-19,2019-04-19,2018-11-07 11:20:05+05:30,2019-02-19 22:39:09+00:00,HIGH,9.3,HIGH,8.8
CVE-2019-2030,2019-04-01 00:00:00,2019-04-01,system,2019-04-19,2019-04-19,2018-07-19 18:06:52+09:00,2019-02-14 16:24:43+00:00,HIGH,7.5,CRITICAL,9.8
CVE-2019-2031,2019-04-01 00:00:00,2019-04-01,system,2019-04-19,2019-04-19,2019-01-11 17:46:45+08:00,2019-02-19 22:39:50+00:00,MEDIUM,4.6,HIGH,7.8
CVE-2019-2033,2019-04-01 00:00:00,2019-04-01,system,2019-04-19,2019-04-19,2018-12-26 07:28:23+09:00,2019-02-14 16:24:48+00:00,MEDIUM,4.6,HIGH,7.8
CVE-2019-2034,2019-04-01 00:00:00,2019-04-01,system,2019-04-19,2019-04-19,2019-02-01 15:58:05-08:00,2019-02-14 16:24:59+00:00,MEDIUM,6.8,HIGH,7.8
CVE-2019-2035,2019-04-01 00:00:00,2019-04-01,system,2019-04-19,2019-04-19,2019-02-01 15:48:03-08:00,2019-02-14 16:24:57+00:00,MEDIUM,6.8,HIGH,7.8
CVE-2019-2038,2019-04-01 00:00:00,2019-04-01,system,2019-04-19,2019-04-19,2019-02-04 11:00:45-08:00,2019-02-14 16:25:02+00:00,MEDIUM,4.3,MEDIUM,5.5
CVE-2019-2039,2019-04-01 00:00:00,2019-04-01,system,2019-04-19,2019-04-19,2019-02-01 12:17:21-08:00,2019-02-14 16:24:54+00:00,MEDIUM,4.7,MEDIUM,5.0
CVE-2019-2040,2019-04-01 00:00:00,2019-04-01,system,2019-04-19,2019-04-19,2019-01-30 16:21:45+08:00,2019-02-14 16:25:05+00:00,MEDIUM,4.7,MEDIUM,5.0
CVE-2019-2029,2019-04-01 00:00:00,2019-04-01,system,2019-04-19,2019-04-19,2019-01-09 18:18:17-08:00,2019-02-19 22:39:45+00:00,MEDIUM,6.8,HIGH,8.8
CVE-2019-2032,2019-04-01 00:00:00,2019-04-01,system,2019-04-19,2019-04-19,2019-01-16 12:33:26-08:00,2019-02-19 22:39:28+00:00,MEDIUM,4.6,HIGH,7.8
CVE-2019-2041,2019-04-01 00:00:00,2019-04-01,system,2019-04-19,2019-04-19,2019-01-25 13:46:34+08:00,2019-02-19 22:38:57+00:00,MEDIUM,6.9,HIGH,7.3
CVE-2019-2037,2019-04-01 00:00:00,2019-04-01,system,2019-04-19,2019-04-19,2019-02-01 17:45:30-08:00,2019-02-14 16:24:35+00:00,MEDIUM,5.0,HIGH,7.5
CVE-2018-11940,2019-04-01 00:00:00,2019-04-01,qualcomm components,2019-05-24,2019-05-24,2018-06-08 09:14:15+00:00,2018-06-21 13:14:18+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2017-17772,2019-04-01 00:00:00,2019-04-01,qualcomm components,,,2017-12-07 14:29:00+00:00,2017-12-22 09:34:22+00:00,,,,
CVE-2018-11294,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-18,2019-04-05,2018-02-28 11:51:38+00:00,2018-05-23 09:15:47+00:00,MEDIUM,5.8,HIGH,8.0
CVE-2018-5855,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-07-06,2019-04-05,2018-02-21 12:36:51+00:00,2018-02-22 12:59:42+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2018-11299,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-18,2019-04-05,2018-02-09 02:21:57+00:00,2018-02-14 03:21:55+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-11826,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-18,2019-04-05,2018-04-04 17:26:18+00:00,2018-05-15 12:40:29+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-11827,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-18,2019-04-05,2018-04-02 11:45:04+00:00,2018-04-04 01:01:33+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-11840,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-18,2019-04-05,2018-03-30 16:16:10+00:00,2018-03-31 04:25:23+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-11851,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-18,2019-04-05,2018-04-15 17:42:03+00:00,2018-06-25 12:10:06+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-11860,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-18,2019-04-05,,,HIGH,7.2,HIGH,7.8
CVE-2018-11868,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-18,2019-04-05,2018-04-20 09:06:30+00:00,2018-05-10 06:06:05+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-11869,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-18,2019-04-05,2018-04-20 09:48:08+00:00,2018-05-07 13:34:48+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-11878,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-19,2019-04-05,,,HIGH,7.2,HIGH,7.8
CVE-2018-11889,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-19,2019-04-05,2018-04-25 23:45:15+00:00,2018-05-28 06:22:44+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-11891,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-19,2019-04-05,2018-04-30 09:33:08+00:00,2018-05-08 04:41:28+00:00,HIGH,8.3,HIGH,8.8
CVE-2018-11894,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-19,2019-04-05,2018-05-11 13:59:27+00:00,2018-06-04 18:13:18+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-11895,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-19,2019-04-05,2018-05-03 09:46:12+00:00,2018-05-25 08:39:45+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-11897,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-19,2019-04-05,2018-05-09 06:20:43+00:00,2018-06-25 12:07:57+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-11902,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-19,2019-04-05,,,HIGH,7.2,HIGH,7.8
CVE-2018-11904,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-09-19,2019-04-05,,,HIGH,7.2,HIGH,7.8
CVE-2018-11905,2019-04-01 00:00:00,2019-04-01,qualcomm components,2018-12-07,2018-12-08,2018-01-11 09:21:07+00:00,2018-02-01 09:38:20+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2018-11923,2019-04-01 00:00:00,2019-04-01,qualcomm components,2019-05-24,2019-05-24,2018-05-25 08:39:10+00:00,2018-06-20 10:09:01+00:00,MEDIUM,4.6,HIGH,7.8
CVE-2018-11924,2019-04-01 00:00:00,2019-04-01,qualcomm components,2019-05-24,2019-05-24,,,MEDIUM,4.6,HIGH,7.8
CVE-2018-11925,2019-04-01 00:00:00,2019-04-01,qualcomm components,2019-05-24,2019-05-24,2018-06-22 12:51:01+00:00,2018-07-05 19:44:10+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-11927,2019-04-01 00:00:00,2019-04-01,qualcomm components,2019-05-24,2019-05-24,2018-06-06 08:07:31+00:00,2018-06-13 02:22:23+00:00,HIGH,7.2,HIGH,7.8
CVE-2018-11930,2019-04-01 00:00:00,2019-04-01,qualcomm components,2019-05-24,2019-05-24,2018-04-30 07:14:14+00:00,2018-06-19 06:18:34+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2018-11937,2019-04-01 00:00:00,2019-04-01,qualcomm components,2019-05-24,2019-05-24,2018-05-29 04:57:51+00:00,2018-06-25 12:25:26+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2018-11949,2019-04-01 00:00:00,2019-04-01,qualcomm components,2019-05-24,2019-05-24,2018-06-05 10:12:17+00:00,2018-06-19 06:09:31+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2018-11953,2019-04-01 00:00:00,2019-04-01,qualcomm components,2019-05-24,2019-05-24,2018-05-23 06:23:41+00:00,2018-06-11 02:42:08+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2018-13920,2019-04-01 00:00:00,2019-04-01,qualcomm components,2019-05-24,2019-05-24,,,HIGH,7.2,HIGH,7.8
CVE-2018-11271,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,7.5,CRITICAL,9.8
CVE-2018-11976,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,MEDIUM,4.9,MEDIUM,5.5
CVE-2018-12004,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,MEDIUM,4.9,MEDIUM,5.5
CVE-2018-13886,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,10.0,CRITICAL,9.8
CVE-2018-13887,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,10.0,CRITICAL,9.8
CVE-2019-2250,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,7.2,HIGH,7.8
CVE-2018-11291,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-09-20,2019-04-03,,,MEDIUM,5.0,HIGH,7.5
CVE-2018-11821,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-26,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11822,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-26,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11828,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-26,2019-04-03,,,HIGH,7.8,HIGH,7.5
CVE-2018-11849,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-26,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11850,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-26,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11853,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-26,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11854,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-26,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11856,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11859,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11861,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11862,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11867,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11870,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11871,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11872,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11873,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11874,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11875,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11876,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11877,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11879,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11880,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11882,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11884,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2018-10-29,2019-04-03,,,HIGH,7.2,HIGH,7.8
CVE-2018-11928,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,7.2,HIGH,7.8
CVE-2018-11936,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,10.0,CRITICAL,9.8
CVE-2018-11967,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,7.2,HIGH,7.8
CVE-2018-11967,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,7.2,HIGH,7.8
CVE-2018-11968,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,7.2,HIGH,7.8
CVE-2018-12005,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,MEDIUM,4.9,MEDIUM,5.5
CVE-2018-12012,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,7.2,HIGH,7.8
CVE-2018-12013,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,7.2,HIGH,7.8
CVE-2018-13885,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,MEDIUM,4.9,MEDIUM,5.5
CVE-2018-13895,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,7.2,HIGH,7.8
CVE-2018-13925,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,10.0,CRITICAL,9.8
CVE-2019-2244,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,10.0,CRITICAL,9.8
CVE-2019-2245,2019-04-01 00:00:00,2019-04-01,"qualcomm closed-source
components",2019-05-24,2019-05-24,,,HIGH,10.0,CRITICAL,9.8
CVE-2021-39696,2022-08-01 00:00:00,2022-08-01,framework,2022-08-09,2022-08-09,2021-05-20 09:52:27+08:00,2022-06-11 16:36:46+00:00,,,HIGH,7.8
CVE-2022-20344,2022-08-01 00:00:00,2022-08-01,framework,2022-08-09,2022-08-09,2022-06-06 15:16:06-07:00,2022-06-11 16:37:20+00:00,,,HIGH,7.0
CVE-2022-20348,2022-08-01 00:00:00,2022-08-01,framework,2022-08-09,2022-08-09,2022-05-26 18:49:21-04:00,2022-06-11 16:37:32+00:00,,,HIGH,7.8
CVE-2022-20349,2022-08-01 00:00:00,2022-08-01,framework,2022-08-09,2022-08-09,2022-05-25 14:04:30+00:00,2022-06-11 16:37:32+00:00,,,HIGH,7.8
CVE-2022-20356,2022-08-01 00:00:00,2022-08-01,framework,2022-08-09,2022-08-09,2022-05-07 21:43:23-07:00,2022-06-11 16:36:52+00:00,,,HIGH,7.8
CVE-2022-20350,2022-08-01 00:00:00,2022-08-01,framework,2022-08-09,2022-08-09,2022-04-22 00:32:08+00:00,2022-06-11 16:37:43+00:00,,,MEDIUM,5.5
CVE-2022-20352,2022-08-01 00:00:00,2022-08-01,framework,2022-08-09,2022-08-09,2022-04-22 20:28:49+00:00,2022-06-11 16:36:58+00:00,,,MEDIUM,5.5
CVE-2022-20357,2022-08-01 00:00:00,2022-08-01,framework,2022-08-09,2022-08-09,2022-03-22 15:25:54-07:00,2022-06-11 16:37:15+00:00,,,MEDIUM,5.5
CVE-2022-20358,2022-08-01 00:00:00,2022-08-01,framework,2022-08-09,2022-08-09,2022-04-19 10:54:18-07:00,2022-06-11 16:37:13+00:00,,,LOW,3.3
CVE-2022-20346,2022-08-01 00:00:00,2022-08-01,media framework,2022-08-09,2022-08-09,2022-05-19 15:29:26+00:00,2022-06-11 16:36:39+00:00,,,MEDIUM,6.5
CVE-2022-20353,2022-08-01 00:00:00,2022-08-01,media framework,2022-08-09,2022-08-09,2022-05-06 17:42:30+08:00,2022-06-11 16:37:40+00:00,,,MEDIUM,5.5
CVE-2022-20345,2022-08-01 00:00:00,2022-08-01,system,2022-08-09,2022-08-09,2022-05-25 14:04:30+00:00,2022-06-11 16:37:48+00:00,,,HIGH,8.8
CVE-2022-20347,2022-08-01 00:00:00,2022-08-01,system,2022-08-09,2022-08-09,2022-05-10 09:39:12+00:00,2022-06-11 16:37:27+00:00,,,HIGH,8.8
CVE-2022-20354,2022-08-01 00:00:00,2022-08-01,system,2022-08-09,2022-08-09,2022-03-30 20:42:43+08:00,2022-06-11 16:36:55+00:00,,,HIGH,7.8
CVE-2022-20360,2022-08-01 00:00:00,2022-08-01,system,2022-08-09,2022-08-09,2022-05-04 18:01:15+08:00,2022-06-11 16:37:29+00:00,,,HIGH,7.8
CVE-2022-20361,2022-08-01 00:00:00,2022-08-01,system,2022-08-09,2022-08-09,2022-05-23 22:40:07-07:00,2022-06-11 16:37:52+00:00,,,CRITICAL,9.8
CVE-2022-20355,2022-08-01 00:00:00,2022-08-01,system,2022-08-09,2022-08-09,2022-03-08 10:50:14+08:00,2022-06-11 16:37:10+00:00,,,MEDIUM,5.5
CVE-2022-20346,2022-08-01 00:00:00,2022-08-01,google play system updates,2022-08-09,2022-08-09,,,,,MEDIUM,6.5
CVE-2022-1786,2022-08-01 00:00:00,2022-08-01,kernel components,2022-05-31,2022-07-22,2022-05-16 23:05:51+02:00,2022-06-01 16:15:27+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0698,2022-08-01 00:00:00,2022-08-01,imagination technologies,2022-08-24,2022-08-24,,,,,MEDIUM,5.5
CVE-2021-0887,2022-08-01 00:00:00,2022-08-01,imagination technologies,2022-08-24,2022-08-24,,,,,MEDIUM,5.5
CVE-2021-0891,2022-08-01 00:00:00,2022-08-01,imagination technologies,2022-08-24,2022-08-24,,,,,HIGH,7.5
CVE-2021-0946,2022-08-01 00:00:00,2022-08-01,imagination technologies,2022-08-24,2022-08-24,,,,,HIGH,7.5
CVE-2021-0947,2022-08-01 00:00:00,2022-08-01,imagination technologies,2022-08-24,2022-08-24,,,,,HIGH,7.5
CVE-2021-39815,2022-08-01 00:00:00,2022-08-01,imagination technologies,2022-08-24,2022-08-24,,,,,CRITICAL,9.8
CVE-2022-20122,2022-08-01 00:00:00,2022-08-01,imagination technologies,2022-08-24,2022-08-24,,,,,CRITICAL,9.8
CVE-2022-20082,2022-08-01 00:00:00,2022-08-01,mediatek components,2022-07-06,2022-07-06,,,MEDIUM,6.9,HIGH,7.0
CVE-2022-20239,2022-08-01 00:00:00,2022-08-01,unisoc components,2022-08-09,2022-08-24,,,,,CRITICAL,9.8
CVE-2022-22080,2022-08-01 00:00:00,2022-08-01,qualcomm components,2022-09-02,2022-09-02,,,,,HIGH,7.8
CVE-2021-30259,2022-08-01 00:00:00,2022-08-01,qualcomm closed-source components,2021-11-12,2021-11-12,,,HIGH,7.2,HIGH,7.8
CVE-2022-22059,2022-08-01 00:00:00,2022-08-01,qualcomm closed-source components,2022-09-02,2022-09-02,,,,,HIGH,7.8
CVE-2022-22061,2022-08-01 00:00:00,2022-08-01,qualcomm closed-source components,2022-09-02,2022-09-02,,,,,HIGH,7.8
CVE-2022-22062,2022-08-01 00:00:00,2022-08-01,qualcomm closed-source components,2022-09-02,2022-09-02,,,,,CRITICAL,9.1
CVE-2022-22067,2022-08-01 00:00:00,2022-08-01,qualcomm closed-source components,2022-09-02,2022-09-02,,,,,HIGH,7.8
CVE-2022-22069,2022-08-01 00:00:00,2022-08-01,qualcomm closed-source components,2022-09-02,2022-09-02,,,,,HIGH,7.8
CVE-2022-22070,2022-08-01 00:00:00,2022-08-01,qualcomm closed-source components,2022-09-02,2022-09-02,,,,,HIGH,7.8
CVE-2022-25668,2022-08-01 00:00:00,2022-08-01,qualcomm closed-source components,2022-09-02,2022-09-02,,,,,CRITICAL,9.8
CVE-2022-20219,2022-07-06 00:00:00,2022-07-01,framework,2022-07-13,2022-07-13,2021-08-13 13:37:55-07:00,2022-05-16 21:11:22+00:00,LOW,2.1,MEDIUM,5.5
CVE-2022-20228,2022-07-06 00:00:00,2022-07-01,framework,2022-07-13,2022-07-13,2022-04-14 20:37:33-07:00,2022-05-16 21:10:58+00:00,MEDIUM,4.3,MEDIUM,6.5
CVE-2022-20222,2022-07-06 00:00:00,2022-07-01,system,2022-07-13,2022-07-13,2022-04-15 13:45:27-07:00,2022-05-16 21:12:52+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2022-20229,2022-07-06 00:00:00,2022-07-01,system,2022-07-13,2022-07-13,2022-04-15 14:24:48-07:00,2022-05-16 21:12:55+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2021-0981,2022-07-06 00:00:00,2022-07-01,system,2021-12-15,2022-07-13,2021-07-07 16:19:44-04:00,2021-07-08 10:47:47-04:00,MEDIUM,4.6,HIGH,7.8
CVE-2022-20223,2022-07-06 00:00:00,2022-07-01,system,2022-07-13,2022-07-13,2022-04-06 17:30:27+08:00,2022-05-16 21:12:39+00:00,HIGH,7.2,HIGH,7.8
CVE-2022-20226,2022-07-06 00:00:00,2022-07-01,system,2022-07-13,2022-07-13,2022-01-07 18:23:06-08:00,2022-04-03 17:03:46+00:00,LOW,3.3,LOW,3.9
CVE-2022-20221,2022-07-06 00:00:00,2022-07-01,system,2022-07-13,2022-07-13,2022-05-02 09:48:59-07:00,2022-05-16 21:12:58+00:00,LOW,3.3,MEDIUM,6.5
CVE-2022-20224,2022-07-06 00:00:00,2022-07-01,system,2022-07-13,2022-07-13,2022-04-29 00:02:23-07:00,2022-05-16 21:13:06+00:00,MEDIUM,5.0,HIGH,7.5
CVE-2022-20225,2022-07-06 00:00:00,2022-07-01,system,2022-07-13,2022-07-13,2022-05-03 18:13:57-07:00,2022-05-16 21:12:32+00:00,LOW,2.1,MEDIUM,5.5
CVE-2022-20230,2022-07-06 00:00:00,2022-07-01,system,2022-07-13,2022-07-13,2022-05-10 14:09:40+00:00,2022-05-16 21:12:36+00:00,LOW,1.9,MEDIUM,5.5
CVE-2022-20228,2022-07-06 00:00:00,2022-07-01,google play system updates,2022-07-13,2022-07-13,,,MEDIUM,4.3,MEDIUM,6.5
CVE-2022-20220,2022-07-06 00:00:00,2022-07-01,framework,2022-07-13,2022-07-13,2022-04-13 13:59:08-07:00,2022-05-16 21:12:46+00:00,HIGH,7.2,HIGH,7.8
CVE-2022-20227,2022-07-06 00:00:00,2022-07-01,kernel components,2022-07-13,2022-07-13,2021-12-09 18:59:27+01:00,2022-02-16 12:54:29+01:00,LOW,2.1,MEDIUM,5.5
CVE-2022-20083,2022-07-06 00:00:00,2022-07-01,mediatek components,2022-07-06,2022-07-06,,,HIGH,10.0,CRITICAL,9.8
